,0
0,587d7a010a2beefa7757d126
1,5886b662e1cc62a272548342
2,588ff24cbfba63386bcfe52f
3,58992ff085470a4660fd0cea
4,58aba13321f72655747dce83
5,58b4d7d1e6f5834f11e317c7
6,58be17aeab1833f865c5f84f
7,58c740e1eef569285b9e053a
8,58d07c14952b737651490975
9,58e445e5f1cb16e64079c7ef
10,58ed7cce54d2879577efd284
11,587ed266a02d23d2097e68fa
12,5888008496082f9604865818
13,5891372ef8e7accc7b85a84f
14,589a7e8382c297e072429969
15,58acf74875099997073e570d
16,58b62ecd0e7b8b1021974986
17,58bf5c85ab1833f865c60ee3
18,58db0afee4dfdb3735b67764
19,58e4436ef1cb16e64079c6cb
20,588ff22abfba63386bcfe522
21,58a2674c214bf3ef5c0d73f0
22,58ab9fd121f72655747dce2a
23,58b4dbaee6f5834f11e318a9
24,58d07bad952b737651490954
25,5886b7b3e1cc62a27254837e
26,58992ca385470a4660fd0c23
27,58be17a3ab1833f865c5f849
28,587f1541a02d23d2097e7197
29,589a7b3182c297e07242982f
30,58a3b43f5ef268657c732ca7
31,58acf36a75099997073e5589
32,58d1d229952b7376514927d1
33,6202
34,6869
35,58b631040e7b8b1021974a62
36,58d1d141952b737651492755
37,58914625f8e7accc7b85ac13
38,58bf6d52ab1833f865c6165f
39,58880b5f96082f9604865a92
40,58914a4af8e7accc7b85ad0e
41,589a804682c297e072429a1c
42,58a3b9225ef268657c732dff
43,58acf3b475099997073e55a3
44,58b62caa0e7b8b10219748d4
45,58bf68aeab1833f865c61405
46,58c89a8eeef569285b9e1f33
47,8395
48,58e2f13d06c166e20802fa45
49,58e44327f1cb16e64079c6a8
50,58ec2cff54d2879577efbb88
51,58ed80c354d2879577efd444
52,5886b9c4e1cc62a2725483ef
53,58a26ada214bf3ef5c0d74bf
54,58b4decce6f5834f11e3196b
55,58be1c54ab1833f865c5f999
56,58c77a3ceef569285b9e1115
57,58d08265952b737651490b40
58,58e2f56e06c166e20802fb6d
59,58e44573f1cb16e64079c7b9
60,58ec2e1054d2879577efbbc5
61,587d7e180a2beefa7757d1e0
62,5886b66ee1cc62a272548346
63,588ff3a2bfba63386bcfe577
64,58992cb885470a4660fd0c27
65,58a26705214bf3ef5c0d73de
66,58aba36921f72655747dcf34
67,7455
68,58be1678ab1833f865c5f7fb
69,58d07e72952b737651490a19
70,58e2f3a906c166e20802faf8
71,587d7ba00a2beefa7757d16e
72,5886bfb5e1cc62a27254850e
73,588ff630bfba63386bcfe626
74,58992cf085470a4660fd0c3e
75,58aba22221f72655747dcec5
76,58b4dd7ce6f5834f11e3190f
77,58be1651ab1833f865c5f7f0
78,58c7434beef569285b9e05f1
79,58d07fd0952b737651490a82
80,58e2f16906c166e20802fa52
81,587d7df70a2beefa7757d1da
82,588ff3e0bfba63386bcfe588
83,58aba40d21f72655747dcf61
84,58b4da27e6f5834f11e31852
85,58c74453eef569285b9e063f
86,58d07d30952b7376514909bd
87,58e2f29b06c166e20802faa5
88,589a7e4d82c297e072429951
89,589aaf4b82c297e07242a7c0
90,58a3ba925ef268657c732e70
91,58acf8e975099997073e57bb
92,58b62ed80e7b8b102197498b
93,8316
94,58db0aa4e4dfdb3735b67737
95,58e2f7a306c166e20802fbf1
96,5886b90be1cc62a2725483c7
97,5886f452e1cc62a272548a1f
98,58992df685470a4660fd0c75
99,58be1ad7ab1833f865c5f93b
100,587d7d470a2beefa7757d1b8
101,5886b7d3e1cc62a272548389
102,6344
103,58992bd685470a4660fd0bd1
104,58a26692214bf3ef5c0d73d1
105,58aba1fe21f72655747dcebe
106,58b4db92e6f5834f11e318a3
107,58d07d72952b7376514909d1
108,58e472cdf1cb16e64079d5f5
109,587ed060a02d23d2097e686e
110,58880d0296082f9604865aec
111,5891d273f8e7accc7b85b667
112,58acea9375099997073e5294
113,58b62f8b0e7b8b10219749d9
114,7899
115,58992bf385470a4660fd0bdc
116,58be1633ab1833f865c5f7e9
117,587ecfbaa02d23d2097e6846
118,58880a0696082f9604865a45
119,58914711f8e7accc7b85ac3f
120,589a7ec182c297e07242997e
121,58acf66875099997073e56bc
122,58b62f580e7b8b10219749bf
123,58bf6cc3ab1833f865c6161b
124,58e4456ef1cb16e64079c7ae
125,5886bbfde1cc62a272548467
126,58992fb185470a4660fd0ce0
127,58b4de94e6f5834f11e3194e
128,58be1947ab1833f865c5f8bd
129,587d7d950a2beefa7757d1c8
130,58992d6485470a4660fd0c53
131,58c745cdeef569285b9e06a4
132,58d07c40952b737651490981
133,589148dcf8e7accc7b85acbe
134,58bf6c4fab1833f865c615e8
135,588ff442bfba63386bcfe59e
136,58aba11b21f72655747dce7d
137,58be17a3ab1833f865c5f847
138,58d9bd2cf4ad21ce03dda053
139,587d7c1d0a2beefa7757d188
140,58c742fbeef569285b9e05d5
141,588ff3e7bfba63386bcfe58c
142,58aba3e821f72655747dcf5a
143,58d07e24952b737651490a02
144,58b4de50e6f5834f11e31942
145,589a806382c297e072429a26
146,58c89fbeeef569285b9e201c
147,58db0e86e4dfdb3735b67919
148,6380
149,587ed0c4a02d23d2097e6890
150,58880afa96082f9604865a7b
151,58914249f8e7accc7b85ab1d
152,589a800c82c297e0724299f4
153,58a3b86d5ef268657c732dc7
154,58acf48175099997073e55fa
155,58b62f5f0e7b8b10219749c3
156,58bf68c2ab1833f865c61410
157,58c897edeef569285b9e1eb0
158,58d1d007952b7376514926bc
159,58ed7e9f54d2879577efd347
160,6401
161,589a7fed82c297e0724299e8
162,58a3bb205ef268657c732e9d
163,58acf5a175099997073e5665
164,58bf6925ab1833f865c61460
